Id,Support,Start,End,Strand,Length,REMNANT_&_PROPHAGE_location,PROPHAGE_ANNOTATION_NEW,SAMYPH_annotation,PSEUDOGENE,SMBGC,Protein_product,Protein_ID,GO_ID,Product_name,Product_Uniprot,MP24,MP30,MP36,MP48,MP72,Ycongo24,Y24,Y48,MM,SAF,NAG,ONA,HT,REGULATED_HT_vs_MM,MP24_RPKLOG2,MP30_RPKLOG2,MP36_RPKLOG2,MP48_RPKLOG2,MP72_RPKLOG2,MM_RPKLOG2,NAG_RPKLOG2,ONA_RPKLOG2,HT_RPKLOG2,SAF_RPKLOG2,Y24_RPKLOG2,Ycongo24_RPKLOG2,Y48_RPKLOG2,CAT_MP24,CAT_MP30,CAT_MP36,CAT_MP48,CAT_MP72,CAT_MM,CAT_NAG,CAT_ONA,CAT_HT,CAT_SAF,CAT_Y24,CAT_Ycongo24,CAT_Y48,FoldChange_HTvsMM,log2FoldChange_HTvsMM,stat_HTvsMM,pvalue_HTvsMM,padj_HTvsMM,FoldChange_NAGvsMM,log2FoldChange_NAGvsMM,stat_NAGvsMM,pvalue_NAGvsMM,padj_NAGvsMM,FoldChange_ONAvsMM,log2FoldChange_ONAvsMM,stat_ONAvsMM,pvalue_ONAvsMM,padj_ONAvsMM,FoldChange_HTvsMP24,log2FoldChange_HTvsMP24,stat_HTvsMP24,pvalue_HTvsMP24,padj_HTvsMP24
SAM23877_RS00190,NZ_CP012382.1,37572,39614,+,2043,NA,NA,NA,NA,NA,WP_174532277.1,WP_174532277.1,Q1RR46,TerD family protein,Putative stress response protein,291,919,5443,7305,6660,283,315,4278,17370,8059,6865,10930,19975,False,7.2,8.8,11.4,11.8,11.7,13.1,11.7,12.4,13.3,11.9,7.3,7.1,11,1,2,3,3,3,3,3,3,3,3,1,1,3,1.094,0.13,0.515,0.606497596112535,0.757992290778798,0.485,-1.045,-3.123,0.00179,0.0123,0.721,-0.471,-1.707,0.0878,0.199080808226646,66.162,6.048,17.356,1.77E-067,1.68E-065
SAM23877_RS00195,NZ_CP012382.1,40364,40705,+,342,NA,NA,NA,NA,NA,WP_244902872.1,WP_053125655.1,NA,DUF6087 family protein,NA,4,13,88,83,67,6,4,145,134,79,87,43,122,False,3.9,5.4,8,7.9,7.6,8.6,8,7,8.5,7.9,3.9,4.4,8.7,0,1,2,2,2,2,2,1,2,2,0,0,2,0.958,-0.062,-0.218,0.827127587930239,0.909827891858215,0.798,-0.325,-1,0.317427055358698,0.528367794137842,0.451,-1.149,-2.77599999999999,0.0055,0.0237,23.042,4.526,8.342,7.27E-017,4.64E-016
SAM23877_RS00200,NZ_CP012382.1,40802,41689,+,888,NA,NA,NA,NA,NA,WP_053125657.1,WP_053125657.1,Q1RR44,septum formation family protein,Putative membrane protein,443,238,212,152,48,290,187,352,296,158,256,132,381,False,9,8.1,7.9,7.4,5.8,8.4,8.2,7.2,8.7,7.5,7.7,8.4,8.6,2,2,2,1,1,2,2,1,2,1,2,2,2,1.148,0.199,0.707999999999999,0.479010045649033,0.65770116755064,0.922,-0.117,-0.383,0.701701160209896,0.840500670171879,0.582,-0.781,-2.234,0.0255,0.0783,0.869,-0.202,-0.468,0.639925559042837,0.68927399127218
SAM23877_RS36880,NZ_CP012382.1,41853,42029,+,177,NA,NA,NA,NA,NA,WP_079029937.1,WP_079029937.1,A0A0K2AJE1,hypothetical protein,Uncharacterized protein,84,37,28,15,13,60,45,33,184,93,151,80,129,False,8.9,7.7,7.4,6.5,6.3,10,9.7,8.8,9.5,9.1,8,8.4,7.6,2,2,1,1,1,3,3,2,2,2,2,2,1,0.84,-0.252,-0.851999999999999,0.3939832627391,0.580017681239244,0.908,-0.139,-0.439,0.660941693558369,0.815236038458414,0.599,-0.74,-2.02899999999999,0.0425,0.11570197370257,1.492,0.577,1.18599999999999,0.235671241735951,0.285928985364743
SAM23877_RS39535,NZ_CP012382.1,42299,42460,-,162,NA,NA,NA,NA,NA,WP_159041948.1,WP_159041948.1,Q1RR43,hypothetical protein,Uncharacterized protein SAMT0042,1,3,2,2,45,1,1,17,14,197,12,74,48,False,3.6,4.6,4.2,4.2,8.1,6.5,6.3,8.9,8.2,10.3,3.6,3.6,6.8,0,0,0,0,2,1,1,2,2,3,0,0,1,1.416,0.501,1.198,0.230774325438577,0.405534387137071,0.973,-0.04,-0.124,0.90168022991046,0.950026984574372,1.713,0.777,1.619,0.105484307826735,0.227371752338242,20.434,4.353,3.85599999999999,0.000115,0.000238
SAM23877_RS00205,NZ_CP012382.1,42561,43049,-,489,NA,NA,NA,NA,NA,WP_053125658.1,WP_053125658.1,Q1RR42,ATP-binding protein,Putative regulator,17,38,32,23,360,24,26,116,98,1260,92,714,447,False,5.2,6.3,6.1,5.6,9.5,7.7,7.6,10.5,9.8,11.3,5.8,5.7,7.9,1,1,1,1,2,2,1,3,3,3,1,1,2,2.019,1.014,2.02,0.0434,0.117287529734626,0.983,-0.024,-0.073,0.942132445946697,0.970468295626726,3.179,1.669,2.648,0.00809,0.0322,17.961,4.167,4.871,0.00000111,0.00000286
SAM23877_RS40970,NZ_CP012382.1,43180,43520,-,341,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,1,1,1,8,220,1,0,11,98,167,140,86,98,False,2.6,2.6,2.6,4.7,9.3,8.2,8.7,8,8.2,8.9,1.6,2.6,5.1,0,0,0,0,2,2,2,2,2,2,0,0,0,1.002,0.003,0.012,0.990274845716557,1,1.214,0.28,0.889,0.373854167039978,0.585899577407967,0.933,-0.1,-0.348999999999999,0.726789396283028,0.845870572533096,61.677,5.947,9.275,1.77E-020,1.51E-019
SAM23877_RS00210,NZ_CP012382.1,43517,44803,-,1287,NA,NA,NA,NA,NA,WP_053125660.1,WP_053125660.1,A0A0K2AJ73,SpoIIE family protein phosphatase,Putative regulator,85,77,56,222,668,62,51,221,356,641,480,408,379,False,6.1,5.9,5.5,7.4,9,8.1,8.5,8.3,8.2,9,5.3,5.6,7.4,1,1,1,1,2,2,2,2,2,2,1,1,1,1.038,0.053,0.203,0.839152772099429,0.916568630410635,1.201,0.264,0.897,0.369968887365433,0.582549185479243,1.085,0.117,0.448,0.65388618758867,0.796074016051088,4.194,2.068,5.421,0.0000000591,0.000000174
SAM23877_RS00215,NZ_CP012382.1,44803,45606,-,804,NA,NA,NA,NA,NA,WP_053125662.1,WP_053125662.1,Q1RR40,alpha/beta hydrolase,Putative hydrolase (Sigma factor SigB regulation protein RsbQ),307,376,259,588,821,315,296,551,435,750,510,472,387,False,8.6,8.9,8.3,9.5,10,9.1,9.3,9.2,8.9,9.9,8.5,8.6,9.4,2,2,2,2,3,2,2,2,2,3,2,2,2,0.921,-0.119,-0.504,0.613977866706884,0.762514164619821,1.117,0.16,0.610999999999999,0.541186404745719,0.725748623935056,1.054,0.077,0.345999999999999,0.729130440751337,0.846788214576871,1.248,0.319,1.076,0.281949450646885,0.335009879143706
SAM23877_RS39540,NZ_CP012382.1,46656,46820,+,165,NA,NA,NA,NA,NA,WP_159041949.1,WP_159041949.1,NA,hypothetical protein,NA,2,3,4,19,11,2,3,29,13,32,6,20,29,False,4.2,4.6,4.9,6.9,6.2,6.4,5.4,7,7.5,7.6,4.6,4.2,7.5,0,0,0,1,1,1,1,1,1,1,0,0,1,1.402,0.487,1.381,0.167244090098537,0.319153102970171,0.764,-0.388,-1.081,0.279540430267853,0.487615741841141,1.157,0.211,0.631,0.528092863142147,0.697472132571577,9.343,3.224,4.718,0.00000238,0.00000591
SAM23877_RS00225,NZ_CP012382.1,48148,48810,+,663,NA,NA,NA,NA,NA,WP_063796763.1,WP_063796763.1,Q1RR39,urease subunit gamma,Urease (EC 3.5.1.5),1,4,38,18,4,2,3,4,143,285,38,142,1763,True_Induced in HT (vs MM),1.6,2.9,5.9,4.8,2.9,7.8,5.9,7.8,11.4,8.8,2.6,2.2,2.9,0,0,1,0,0,2,1,2,3,2,0,0,0,10.84,3.438,6.29,0.000000000316,0.00000000698,0.413,-1.275,-2.88499999999999,0.00392,0.0224,0.999,-0.002,-0.007,0.994548951244137,1,1423.91,10.476,14.486,1.49E-047,5.08E-046
SAM23877_RS00230,NZ_CP012382.1,48794,50632,+,1839,NA,NA,NA,NA,NA,WP_053125668.1,WP_053125668.1,Q1RR38,urease subunit alpha,Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha),14,9,56,51,12,11,17,24,268,677,88,367,4387,True_Induced in HT (vs MM),3,2.4,5,4.8,2.8,7.2,5.6,7.6,11.2,8.5,3.3,2.7,3.8,0,0,0,0,0,1,1,2,3,2,0,0,0,14.583,3.866,7.532,0.0000000000000499,0.0000000000017,0.47,-1.09,-2.701,0.00691,0.0345,1.19,0.251,0.845999999999999,0.397380885698046,0.581387416387789,290.696,8.183,16.6589999999999,2.61E-062,2.07E-060
SAM23877_RS00235,NZ_CP012382.1,50709,51383,+,675,NA,NA,NA,NA,NA,WP_053125670.1,WP_053125670.1,Q1RR37,urease accessory protein UreF,Urease accessory protein UreF,0,1,2,1,1,0,1,1,2,14,0,2,65,True_Induced in HT (vs MM),0.6,1.6,2.2,1.6,1.6,2.2,0.6,2.2,6.6,4.5,1.6,0.6,1.6,0,0,0,0,0,0,0,0,1,0,0,0,0,24.117,4.592,4.55199999999999,0.00000531,0.0000535,0.874,-0.195,-0.604999999999999,0.545118040824483,0.728317001036161,1.03,0.042,0.118999999999999,0.90559506072404,0.95778963982066,484.876,8.921,7.301,0.000000000000286,0.00000000000138
SAM23877_RS00240,NZ_CP012382.1,51412,52110,+,699,NA,NA,NA,NA,NA,WP_053125672.1,WP_053125672.1,Q1RR36,urease accessory protein UreG,Urease accessory protein UreG,0,0,2,3,6,0,0,1,54,206,24,99,1517,True_Induced in HT (vs MM),0.5,0.5,2.1,2.5,3.3,6.3,5.2,7.2,11.1,8.2,0.5,0.5,1.5,0,0,0,0,0,1,0,1,3,2,0,0,0,24.487,4.614,8.05599999999999,7.89E-016,0.0000000000000351,0.646,-0.63,-1.715,0.0864,0.221071402562657,1.41,0.495,1.471,0.141393005974452,0.282515292298515,5603.539,12.452,10.292,7.69E-025,8.46E-024
SAM23877_RS00245,NZ_CP012382.1,52107,53039,+,933,NA,NA,NA,NA,NA,WP_244902873.1,WP_107408706.1,Q1RR35,urease accessory protein UreD,Urease accessory protein UreD,1,1,2,4,4,0,1,1,40,149,10,68,988,True_Induced in HT (vs MM),1.1,1.1,1.7,2.4,2.4,5.5,3.6,6.2,10,7.3,1.1,0.1,1.1,0,0,0,0,0,1,0,1,3,1,0,0,0,21.242,4.409,7.24099999999999,0.000000000000446,0.000000000014,0.435,-1.2,-2.592,0.00954,0.0442,1.318,0.398,1.196,0.231605171248178,0.402061733832686,1087.573,10.087,12.308,8.25E-035,1.57E-033
SAM23877_RS00250,NZ_CP012382.1,53734,54012,+,279,NA,NA,NA,NA,NA,WP_159041950.1,WP_159041950.1,Q1RR33,hypothetical protein,Uncharacterized protein SAMT0053,39,55,117,152,100,51,47,135,210,79,67,81,105,True_Repressed in HT (vs MM),7.2,7.6,8.7,9.1,8.5,9.6,7.9,8.2,8.6,8.2,7.4,7.5,8.9,1,2,2,2,2,2,2,2,2,2,1,2,2,0.555,-0.849,-3.825,0.000131,0.00094,0.341,-1.552,-5.74399999999999,0.00000000927,0.000000407,0.413,-1.276,-5.30199999999999,0.000000115,0.00000207,2.685,1.425,6.069,0.00000000129,0.00000000456
SAM23877_RS00260,NZ_CP012382.1,54756,55103,+,348,NA,NA,NA,NA,NA,WP_053125678.1,WP_053125678.1,Q1RR31,hypothetical protein,Uncharacterized protein SAMT0055,215,395,596,686,938,199,218,1008,860,308,376,503,571,False,9.3,10.2,10.7,10.9,11.4,11.3,10.1,10.5,10.7,9.8,9.3,9.2,11.5,2,3,3,3,3,3,3,3,3,3,2,2,3,0.739,-0.437,-1.78099999999999,0.075,0.175892138488288,0.509,-0.974,-3.27499999999999,0.00106,0.00808,0.654,-0.613,-2.326,0.02,0.0653,2.595,1.376,4.72299999999999,0.00000233,0.00000579
SAM23877_RS39545,NZ_CP012382.1,55730,56242,+,513,NA,NA,NA,NA,NA,WP_063796808.1,WP_063796808.1,Q1RR30,ATP-binding protein,Putative regulator,59,94,206,90,2464,88,86,439,235,2839,324,1416,876,False,6.9,7.5,8.7,7.5,12.2,8.8,9.3,11.4,10.7,12.4,7.4,7.4,9.7,1,1,2,1,3,2,2,3,3,3,1,2,3,1.61,0.687,1.55899999999999,0.118907587284311,0.249316855657832,1.084,0.116,0.345999999999999,0.72940434747839,0.855949845168941,2.246,1.167,2.13099999999999,0.0331,0.0956,9.072,3.181,3.563,0.000367,0.000707
SAM23877_RS00270,NZ_CP012382.1,56336,57025,-,690,NA,NA,NA,NA,NA,WP_053125682.1,WP_053125682.1,A0A0K2B5X0,GAF and ANTAR domain-containing protein,Putative transcription antitermination regulator,231,341,284,324,925,384,317,329,840,608,671,730,836,False,8.4,9,8.7,8.9,10.4,10.3,9.9,10,10.2,9.8,8.8,9.1,8.9,2,2,2,2,3,3,3,3,3,2,2,2,2,0.996,-0.005,-0.023,0.981845398695559,0.994506466648788,0.851,-0.233,-0.909,0.363301133724285,0.575527360080822,0.91,-0.136,-0.623,0.533093532849116,0.701621091165899,3.515,1.814,6.35299999999999,0.000000000211,0.000000000795
SAM23877_RS00275,NZ_CP012382.1,57315,57557,-,243,NA,NA,NA,NA,NA,WP_053125685.1,WP_053125685.1,Q1RR28,DUF5133 domain-containing protein,Uncharacterized protein SAMT0058,6,5,6,12,21,3,6,22,87,29,130,29,47,False,4.8,4.6,4.8,5.7,6.5,8.5,9.1,6.9,7.6,6.9,4.8,4,6.6,1,0,0,1,1,2,2,1,1,1,1,0,1,0.782,-0.354,-1.048,0.294458408035505,0.47784834350358,1.154,0.206,0.605999999999999,0.54465522564786,0.728108213875406,0.593,-0.753,-1.788,0.0737,0.175079215494815,5.819,2.541,3.603,0.000315,0.000613
SAM23877_RS00280,NZ_CP012382.1,57706,58089,-,384,NA,NA,NA,NA,NA,WP_053125687.1,WP_107408630.1,A0A0K2AJQ1,STAS domain-containing protein,Putative anti-sigma factor antagonist,15,13,10,24,46,5,6,29,303,54,459,121,214,False,5.4,5.2,4.8,6,6.9,9.6,10.2,8.3,9.1,7.2,4.2,4,6.3,1,1,0,1,1,2,3,2,2,1,0,0,1,0.85,-0.234,-0.775,0.438437815438884,0.62117692819648,1.211,0.276,0.83,0.406640325287111,0.615339673703201,0.582,-0.781,-2.01799999999999,0.0436,0.117756206534957,11.922,3.576,6.29499999999999,0.000000000307,0.00000000114
SAM23877_RS00285,NZ_CP012382.1,58195,58557,+,363,NA,NA,NA,NA,NA,WP_053141976.1,WP_053141976.1,Q1RR26,winged helix-turn-helix domain-containing protein,Uncharacterized protein SAMT0060,24,12,14,36,67,19,17,17,274,81,280,118,90,True_Repressed in HT (vs MM),6.1,5.2,5.4,6.7,7.5,9.6,9.6,8.4,8,7.8,5.6,5.8,5.6,1,1,1,1,2,2,2,2,2,2,1,1,1,0.409,-1.29,-3.38099999999999,0.000723,0.00415,1.011,0.016,0.054,0.956988738397564,0.979399533077726,0.541,-0.886,-2.573,0.0101,0.038,3.515,1.813,4.319,0.0000157,0.0000355
SAM23877_RS00290,NZ_CP012382.1,58890,59705,-,816,NA,NA,NA,NA,NA,WP_159041951.1,WP_159041951.1,Q1RR25,tetratricopeptide repeat protein,Putative ATP/GTP binding protein,57,180,231,378,680,68,64,1318,156,382,62,226,443,True_Induced in HT (vs MM),6.2,7.8,8.2,8.9,9.7,7.6,6.3,8.1,9.1,8.9,6.3,6.4,10.7,1,2,2,2,2,2,1,2,2,2,1,1,3,2.481,1.311,4.168,0.0000308,0.000261,0.479,-1.062,-3.218,0.00129,0.00954,1.299,0.377,1.468,0.141990587216838,0.283244467400056,7.462,2.9,9.24699999999999,2.3E-020,1.95E-019
SAM23877_RS00295,NZ_CP012382.1,59714,60517,-,804,NA,NA,NA,NA,NA,WP_159041952.1,WP_159041952.1,A0A0K2AJ91,hypothetical protein,Putative membrane protein,103,274,442,667,2129,105,124,2073,376,922,192,518,1171,True_Induced in HT (vs MM),7,8.4,9.1,9.7,11.4,8.9,7.9,9.3,10.5,10.2,7.3,7,11.3,1,2,2,3,3,2,2,2,3,3,1,1,3,2.74,1.454,4.375,0.0000121,0.000112,0.613,-0.705,-2.329,0.0199,0.0776,1.24,0.31,1.22,0.222639305562321,0.39067502453345,10.821,3.436,10.486,1E-25,1.18E-024
SAM23877_RS00300,NZ_CP012382.1,60868,61956,-,1089,NA,NA,NA,NA,NA,WP_053125693.1,WP_053125693.1,A0A0K2B6G5,pentapeptide repeat-containing protein,Uncharacterized protein,156,252,116,161,98,151,178,261,140,102,104,100,150,False,7.2,7.9,6.7,7.2,6.5,7,6.6,6.5,7.1,6.6,7.4,7.1,7.9,1,2,1,1,1,1,1,1,1,1,1,1,2,1.051,0.072,0.285999999999999,0.774868294168326,0.87784530736336,0.824,-0.28,-0.993999999999999,0.320176361748984,0.531443453397904,0.799,-0.324,-1.237,0.21624491006305,0.382671770351401,0.97,-0.044,-0.133,0.894366220351153,0.913499054763028
SAM23877_RS40500,NZ_CP012382.1,62132,62286,+,155,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,0,1,0,2,10,1,1,3,2,3,0,8,5,False,2.7,3.7,2.7,4.3,6.1,4.3,2.7,5.9,5.3,4.7,3.7,3.7,4.7,0,0,0,0,1,0,0,1,0,0,0,0,0,1.197,0.259,0.736999999999999,0.461404924042982,0.642812858772634,0.764,-0.389,-1.12799999999999,0.259286061479358,NA,1.392,0.477,1.195,0.232146617551704,0.402905925686672,28.965,4.856,4.03699999999999,0.0000541,0.000116
SAM23877_RS00305,NZ_CP012382.1,62321,63010,-,690,NA,NA,NA,NA,NA,WP_053125695.1,WP_053125695.1,Q1RR21,haloacid dehalogenase type II,Putative haloacid dehalogenase,27,42,54,281,792,32,37,1234,195,253,42,99,527,True_Induced in HT (vs MM),5.3,6,6.3,8.7,10.2,8.2,6,7.2,9.6,8.5,5.8,5.6,10.8,1,1,1,2,3,2,1,1,2,2,1,1,3,2.294,1.198,3.702,0.000214,0.00143,0.255,-1.971,-4.88999999999999,0.00000101,0.0000232,0.604,-0.727,-2.414,0.0158,0.0544,18.853,4.237,12.12,8.27E-034,1.47E-032
SAM23877_RS00310,NZ_CP012382.1,63533,63736,-,204,NA,NA,NA,NA,NA,WP_053125699.1,WP_053125699.1,Q1RR19,cold-shock protein,DNA-binding transcriptional regulator (Putative cold shock protein),136,366,856,1937,11936,194,173,7115,884,2777,244,1469,4381,True_Induced in HT (vs MM),9.4,10.8,12,13.2,15.8,12.1,10.2,12.8,14.4,13.7,9.7,9.9,15.1,2,3,3,3,3,3,3,3,3,3,3,3,3,4.413,2.142,4.746,0.00000208,0.0000229,0.371,-1.431,-3.443,0.000576,0.00495,1.375,0.459,1.506,0.13195543301345,0.268223165745632,30.091,4.911,11.49,1.48E-030,2.23E-029
SAM23877_RS00315,NZ_CP012382.1,64049,64618,-,570,NA,NA,NA,NA,NA,WP_053125703.1,WP_053125703.1,Q1RR18,hypothetical protein,Uncharacterized protein SAMT0068,40,71,74,155,246,53,54,169,210,319,102,202,1350,True_Induced in HT (vs MM),6.2,7,7,8.1,8.8,8.5,7.5,8.5,11.2,9.1,6.6,6.6,8.2,1,1,1,2,2,2,1,2,3,2,1,1,2,6.205,2.633,8.00099999999999,1.23E-015,0.0000000000000539,0.573,-0.802,-2.71499999999999,0.00663,0.0335,0.978,-0.032,-0.145999999999999,0.884268476626232,0.947606027655555,32.686,5.031,16.672,2.1E-062,1.69E-060
SAM23877_RS00320,NZ_CP012382.1,65033,65596,-,564,NA,NA,NA,NA,NA,WP_053125705.1,WP_053125705.1,Q1RR17,EF-hand domain-containing protein,Putative calcium binding protein,90,117,84,257,247,44,48,359,114,304,62,187,490,True_Induced in HT (vs MM),7.3,7.7,7.2,8.8,8.8,7.7,6.8,8.4,9.8,9.1,6.4,6.3,9.3,1,2,1,2,2,2,1,2,2,2,1,1,2,3.584,1.841,3.96499999999999,0.0000732,0.000564,0.712,-0.49,-1.465,0.143040514158938,0.315615163390919,1.337,0.419,1.341,0.179903106932276,0.335082150979162,5.026,2.329,5.23099999999999,0.000000169,0.000000477
SAM23877_RS00325,NZ_CP012382.1,65855,66448,-,594,NA,NA,NA,NA,NA,WP_053141979.1,WP_053141979.1,Q1RR16,isochorismatase family protein,Putative nicotinamidase,40,39,86,125,55,51,43,197,194,187,52,177,1448,True_Induced in HT (vs MM),6.1,6.1,7.2,7.7,6.6,8.4,6.5,8.2,11.3,8.3,6.2,6.5,8.4,1,1,1,2,1,2,1,2,3,2,1,1,2,7.064,2.82,7.85,4.15E-015,0.000000000000164,0.319,-1.647,-4.40299999999999,0.0000107,0.000179,0.94,-0.089,-0.377,0.706356313239062,0.833187932861513,35.196,5.137,15.6259999999999,4.84E-055,2.47E-053
SAM23877_RS00330,NZ_CP012382.1,67007,67681,-,675,NA,NA,NA,NA,NA,WP_053125707.1,WP_053125707.1,Q1RR15,transcriptional regulator,Putative transcriptional regulator,215,268,146,144,99,380,226,200,105,82,115,77,51,False,8.3,8.6,7.8,7.7,7.2,7.3,7.4,6.9,6.3,6.9,8.4,9.1,8.2,2,2,2,2,1,1,1,1,1,1,2,2,2,0.61,-0.713,-2.36,0.0183,0.0596,1.057,0.079,0.28,0.779365004047857,0.887175375522311,0.827,-0.275,-1.02699999999999,0.304561050576565,0.484541634036305,0.252,-1.988,-5.405,0.0000000647,0.000000189
SAM23877_RS00335,NZ_CP012382.1,67721,68404,-,684,NA,NA,NA,NA,NA,WP_053125709.1,WP_053125709.1,Q1RR14,alpha/beta fold hydrolase,Putative esterase,11,6,14,17,40,15,11,16,21,33,31,27,37,False,4.1,3.4,4.5,4.7,5.9,5,5.5,5.4,5.8,5.6,4.1,4.5,4.6,0,0,0,0,1,0,1,0,0,1,0,0,0,1.313,0.393,1.264,0.206151833152278,0.373034218770718,1.208,0.272,0.836999999999999,0.402610498848085,0.613306207943678,1.12,0.164,0.539,0.589990012901872,0.746428306935949,3.027,1.598,3.26799999999999,0.00108,0.00196
SAM23877_RS00340,NZ_CP012382.1,68973,71096,+,2124,NA,NA,NA,NA,NA,WP_244902874.1,WP_053125710.1,Q1RR13,SpoIIE family protein phosphatase,Uncharacterized protein SAMT0073,20,33,41,73,293,74,45,510,56,109,100,54,66,False,3.3,4,4.3,5.1,7.1,4.7,5.6,4.7,5,5.7,4.4,5.1,7.9,0,0,0,0,1,0,1,0,0,1,0,1,2,1.075,0.104,0.361999999999999,0.717317200043142,0.840821910512701,1.353,0.436,1.30099999999999,0.193110370993132,0.386826794505786,0.973,-0.039,-0.134,0.893703769840056,0.951788897921824,3.03,1.599,3.29599999999999,0.000982,0.00179
SAM23877_RS00345,NZ_CP012382.1,71502,72701,-,1200,NA,NA,NA,NA,NA,WP_244902875.1,WP_053141980.1,Q1RR12,serine/threonine-protein phosphatase,Putative serine phosphatase,12,21,16,13,15,19,26,35,4,18,2,10,5,False,3.4,4.2,3.8,3.5,3.7,2.1,1.3,3.2,2.3,4,4.5,4.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,0.063,0.197,0.843622836533202,0.918959674280553,0.836,-0.258,-0.741999999999999,0.458228674561372,0.65834827431662,1.357,0.44,1.17799999999999,0.238977868657795,0.411050937260463,0.492,-1.022,-1.51,0.131028202039233,0.168662734078697
SAM23877_RS00350,NZ_CP012382.1,72886,73611,-,726,NA,NA,NA,NA,NA,WP_053125712.1,WP_053125712.1,A0A0K2AJA3,GAF and ANTAR domain-containing protein,Putative transcription antitermination regulator,41,79,32,26,132,74,68,184,30,266,44,121,48,False,5.9,6.8,5.5,5.2,7.5,5.4,6,7.4,6.1,8.5,6.6,6.7,8,1,1,1,0,2,1,1,1,1,2,1,1,2,1.175,0.233,0.713999999999999,0.475130842349877,0.654626707537881,1.138,0.186,0.546,0.58496344774481,0.761027825898376,2.055,1.039,2.15799999999999,0.031,0.0907,1.152,0.205,0.296999999999999,0.766315763221458,0.804634707663183
SAM23877_RS40145,NZ_CP012382.1,74029,74199,-,171,NA,NA,NA,NA,NA,WP_167355219.1,WP_167355219.1,Q1RR10,hypothetical protein,Uncharacterized protein SAMT0076,38,154,386,69,1071,46,58,965,62,640,64,396,148,False,7.8,9.8,11.1,8.7,12.6,8.5,8.6,11.2,9.8,11.9,8.4,8.1,12.5,2,3,3,2,3,2,2,3,2,3,2,2,3,1.3,0.378,1.01499999999999,0.310333669000961,0.496384377502086,1.007,0.009,0.028,0.977421426398297,0.989001009888086,2.326,1.218,2.17399999999999,0.0297,0.0881,2.865,1.518,1.798,0.0721,0.0977
SAM23877_RS00355,NZ_CP012382.1,74233,74427,-,195,NA,NA,NA,NA,NA,WP_053125713.1,WP_053125713.1,Q1RR09,hypothetical protein,Uncharacterized protein SAMT0077,36,128,330,86,4017,49,56,1080,277,3913,410,2374,1013,False,7.6,9.4,10.7,8.8,14.3,10.5,11,13.6,12.3,14.3,8.2,8,12.4,2,2,3,2,3,3,3,3,3,3,2,2,3,1.611,0.688,1.57,0.116514261938693,0.24563829248547,1.106,0.146,0.430999999999999,0.666230101247298,0.818175045398325,3.271,1.71,2.60199999999999,0.00927,0.0357,17.646,4.141,4.50399999999999,0.00000666,0.0000158
SAM23877_RS00360,NZ_CP012382.1,74575,75021,-,447,NA,NA,NA,NA,NA,WP_053125715.1,WP_053125715.1,Q1RR08,DUF6098 family protein,Uncharacterized protein SAMT0078,60,211,574,114,1847,140,149,1632,82,3422,150,1443,448,False,7.1,8.9,10.3,8,12,7.5,8.4,11.7,10,12.9,8.4,8.3,11.8,1,2,3,2,3,2,2,3,3,3,2,2,3,1.942,0.958,1.853,0.0638,0.15675450637697,1.151,0.203,0.6,0.548206747651635,0.730352860581048,6.322,2.66,3.13799999999999,0.0017,0.00909,4.665,2.222,2.47299999999999,0.0134,0.0206
SAM23877_RS00365,NZ_CP012382.1,75044,75274,-,231,NA,NA,NA,NA,NA,WP_053125717.1,WP_053125717.1,Q1RR07,DUF5133 domain-containing protein,Uncharacterized protein SAMT0079,60,220,729,155,5244,135,100,1204,278,8315,720,3092,1752,False,8,9.9,11.6,9.4,14.5,10.2,11.6,13.7,12.9,15.1,8.8,9.2,12.3,2,3,3,2,3,3,3,3,3,3,2,2,3,2.38,1.251,2.168,0.0301,0.0884,1.289,0.367,1.024,0.305735668624723,0.516374820643294,4.221,2.078,2.839,0.00453,0.0203,18.032,4.172,4.44599999999999,0.00000873,0.0000204
SAM23877_RS00370,NZ_CP012382.1,75717,76319,+,603,NA,NA,NA,NA,NA,WP_244903048.1,WP_159041953.1,A0A0K2B5U8,GAF and ANTAR domain-containing protein,GAF domain-containing protein,19,35,21,30,92,18,18,80,33,500,46,278,118,False,5.1,5.9,5.2,5.7,7.3,5.8,6.3,8.9,7.6,9.7,5,5,7.1,1,1,0,1,1,1,1,2,1,2,1,1,1,1.676,0.745,1.701,0.089,0.200094659367994,1.1,0.138,0.407999999999999,0.683568513073847,0.828042534556845,3.82,1.934,2.866,0.00415,0.0189,4.515,2.175,2.77599999999999,0.0055,0.00903
